processid,species,genus,family,trophic_guilds,trophic_guild_primary
GBAAX52333-24,Anurida maritima,Anurida,Neanuridae,predator,predator
GBAAZ44113-24,Anurida maritima,Anurida,Neanuridae,predator,predator
GBCO1656-13,Anurida maritima,Anurida,Neanuridae,predator,predator
NORCO165-14,Anurida maritima,Anurida,Neanuridae,predator,predator
NORCO164-14,Anurida maritima,Anurida,Neanuridae,predator,predator
NORCO246-15,Anurida polaris,Anurida,Neanuridae,predator,predator
NORCO199-15,Anurida polaris,Anurida,Neanuridae,predator,predator
NORCO198-15,Anurida polaris,Anurida,Neanuridae,predator,predator
NORCO418-15,Anurida thalassophila,Anurida,Neanuridae,predator,predator
NORCO417-15,Anurida thalassophila,Anurida,Neanuridae,predator,predator
GBCO3087-19,Anurida tullbergi,Anurida,Neanuridae,predator,predator
FINCO219-21,Anurophorus atlanticus,Anurophorus,Isotomidae,predator,predator
NORCO141-14,Anurophorus atlanticus,Anurophorus,Isotomidae,predator,predator
NORCO143-14,Anurophorus atlanticus,Anurophorus,Isotomidae,predator,predator
NORCO142-14,Anurophorus atlanticus,Anurophorus,Isotomidae,predator,predator
DKINV001-21,Anurophorus laricis,Anurophorus,Isotomidae,predator,predator
DKINV002-21,Anurophorus laricis,Anurophorus,Isotomidae,predator,predator
LPSHA1006-22,Anurophorus laricis,Anurophorus,Isotomidae,predator,predator
NSBE1844-25,Anurophorus laricis,Anurophorus,Isotomidae,predator,predator
NSBE1949-25,Anurophorus laricis,Anurophorus,Isotomidae,predator,predator
NSBE1796-25,Anurophorus laricis,Anurophorus,Isotomidae,predator,predator
NORCO324-15,Anurophorus laricis,Anurophorus,Isotomidae,predator,predator
FINCO009-20,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
FINCO015-20,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
FINCO011-20,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
FINCO012-20,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
GBCO1982-14,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
GBCO1980-14,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
GBCO1983-14,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
GBCO1981-14,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
GBCO1979-14,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
NORCO552-15,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
NORCO553-15,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
NORCO498-15,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
NORCO497-15,Anurophorus septentrionalis,Anurophorus,Isotomidae,predator,predator
NORCO290-15,Archisotoma interstitialis,Archisotoma,Isotomidae,detritivore,detritivore
NORCO289-15,Archisotoma interstitialis,Archisotoma,Isotomidae,detritivore,detritivore
DKINV004-21,Archisotoma megalops,Archisotoma,Isotomidae,detritivore,detritivore
DKINV003-21,Archisotoma megalops,Archisotoma,Isotomidae,detritivore,detritivore
GBCO3088-19,Archisotoma pulchella,Archisotoma,Isotomidae,detritivore,detritivore
PJASC002-15,Archisotoma pulchella,Archisotoma,Isotomidae,detritivore,detritivore
FINCO322-21,Arrhopalites caecus,Arrhopalites,Arrhopalitidae,unknown,unknown
FINCO299-21,Arrhopalites caecus,Arrhopalites,Arrhopalitidae,unknown,unknown
FINCO298-21,Arrhopalites caecus,Arrhopalites,Arrhopalitidae,unknown,unknown
FINCO300-21,Arrhopalites caecus,Arrhopalites,Arrhopalitidae,unknown,unknown
FINCO301-21,Arrhopalites caecus,Arrhopalites,Arrhopalitidae,unknown,unknown
FINCO297-21,Arrhopalites caecus,Arrhopalites,Arrhopalitidae,unknown,unknown
FINCO341-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO339-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO263-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO340-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO361-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO362-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO224-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO265-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO228-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO357-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO264-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO359-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO222-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO360-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO214-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO336-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO356-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
FINCO358-21,Ballistura borealis,Ballistura,Isotomidae,unknown,unknown
GBAAK6231-25,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE263-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE266-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE262-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE265-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE267-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE264-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE664-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE887-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE891-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE889-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE886-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE890-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE663-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLH275-10,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE396-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE397-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLE398-09,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLH277-10,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLH279-10,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLH278-10,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLH280-10,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
COLLH276-10,Bilobella aurantiaca,Bilobella,Neanuridae,unknown,unknown
GBMIN135317-18,Bilobella braunerae,Bilobella,Neanuridae,unknown,unknown
TBGMI030-21,Bilobella braunerae,Bilobella,Neanuridae,unknown,unknown
COLLH3617-11,Bilobella massoudi,Bilobella,Neanuridae,unknown,unknown
COLLH987-11,Bilobella massoudi,Bilobella,Neanuridae,unknown,unknown
COLLH954-11,Bilobella massoudi,Bilobella,Neanuridae,unknown,unknown
COLLH990-11,Bilobella massoudi,Bilobella,Neanuridae,unknown,unknown
COLLH953-11,Bilobella massoudi,Bilobella,Neanuridae,unknown,unknown
COLLH955-11,Bilobella massoudi,Bilobella,Neanuridae,unknown,unknown
COLLH952-11,Bilobella massoudi,Bilobella,Neanuridae,unknown,unknown
COLLH956-11,Bilobella massoudi,Bilobella,Neanuridae,unknown,unknown
BNHMG322-23,Bourletiella arvalis,Bourletiella,Bourletiellidae,predator|detritivore,predator
BNHMG7207-24,Bourletiella arvalis,Bourletiella,Bourletiellidae,predator|detritivore,predator
GMPVA8617-23,Bourletiella arvalis,Bourletiella,Bourletiellidae,predator|detritivore,predator
GMPVA3160-23,Bourletiella arvalis,Bourletiella,Bourletiellidae,predator|detritivore,predator
WALW7068-25,Bourletiella arvalis,Bourletiella,Bourletiellidae,predator|detritivore,predator
FINCO197-21,Bourletiella viridescens,Bourletiella,Bourletiellidae,predator|detritivore,predator
FINCO204-21,Bourletiella viridescens,Bourletiella,Bourletiellidae,predator|detritivore,predator
FINCO198-21,Bourletiella viridescens,Bourletiella,Bourletiellidae,predator|detritivore,predator
NBGW2463-23,Bourletiella viridescens,Bourletiella,Bourletiellidae,predator|detritivore,predator
DKINV005-21,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
DKINV006-21,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
GBAAZ19490-24,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC487-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC395-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC313-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC364-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC479-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC475-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC405-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC394-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC373-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC365-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
LUBWC392-25,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
NORCO180-14,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
NORCO178-14,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
NORCO431-15,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
NORCO179-14,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
NORCO432-15,Brachystomella parvula,Brachystomella,Brachystomellidae,fungivore|detritivore,fungivore
COLLH5825-15,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
COLLH5469-14,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
COLLH5470-14,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
COLLH5826-15,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
COLLH5827-15,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
COLLH5471-14,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO465-15,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO466-15,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO464-15,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
WFEN6847-25,Ceratophysella bengtssoni,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK057-10,Ceratophysella cavicola,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK059-10,Ceratophysella cavicola,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK061-10,Ceratophysella cavicola,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK060-10,Ceratophysella cavicola,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL043-21,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK045-10,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK046-10,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK048-10,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK047-10,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
DKINV007-21,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK049-10,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
FINCO169-20,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
FINCO168-20,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
FINCO212-21,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
FINCO374-21,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
FINCO397-21,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
FINCO215-21,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
FINCO211-21,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2341-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2247-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2318-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2437-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2208-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2205-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2344-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2295-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1908-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2298-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2138-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2245-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2342-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2246-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2270-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1907-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1910-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2378-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2439-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2379-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2343-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2322-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1928-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2319-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2299-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2136-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2296-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2436-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2137-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2206-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2268-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2438-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1926-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2381-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2382-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2269-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2320-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2243-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2134-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2297-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1927-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2321-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2207-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1909-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1906-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2204-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2135-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2244-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO2380-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
LUBWC466-25,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO058-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO057-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO060-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO056-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO059-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
TBGMI001-21,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
COLLE899-09,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
COLLE900-09,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
COLLE901-09,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
COLLE898-09,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK004-09,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK002-09,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1985-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1984-14,Ceratophysella denticulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK070-10,Ceratophysella engadinensis,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK069-10,Ceratophysella engadinensis,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK071-10,Ceratophysella engadinensis,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK074-10,Ceratophysella engadinensis,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK072-10,Ceratophysella engadinensis,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL038-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL016-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL033-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL011-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL020-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL032-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL021-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL013-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL018-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
CICLL019-21,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
GBCO1645-13,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
ITCAV003-25,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
ITCAV005-25,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
ITCAV004-25,Ceratophysella gibbosa,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK078-10,Ceratophysella granulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK076-10,Ceratophysella granulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK077-10,Ceratophysella granulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK075-10,Ceratophysella granulata,Ceratophysella,Hypogastruridae,unknown,unknown
DAREK080-10,Ceratophysella granulata,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO405-15,Ceratophysella granulata,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO263-15,Ceratophysella longispina,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO262-15,Ceratophysella longispina,Ceratophysella,Hypogastruridae,unknown,unknown
SVPIT038-15,Ceratophysella longispina,Ceratophysella,Hypogastruridae,unknown,unknown
DKINV008-21,Ceratophysella scotica,Ceratophysella,Hypogastruridae,unknown,unknown
FINCO277-21,Ceratophysella scotica,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO127-14,Ceratophysella scotica,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO125-14,Ceratophysella scotica,Ceratophysella,Hypogastruridae,unknown,unknown
NORCO126-14,Ceratophysella scotica,Ceratophysella,Hypogastruridae,unknown,unknown
ZMBN2046-21,Ceratophysella scotica,Ceratophysella,Hypogastruridae,unknown,unknown
GBAAX57781-24,Ceratophysella sigillata,Ceratophysella,Hypogastruridae,unknown,unknown
GBAAX57784-24,Ceratophysella sigillata,Ceratophysella,Hypogastruridae,unknown,unknown
GBAAX57793-24,Ceratophysella sigillata,Ceratophysella,Hypogastruridae,unknown,unknown
GBAAX57791-24,Ceratophysella sigillata,Ceratophysella,Hypogastruridae,unknown,unknown
GBAAX57792-24,Ceratophysella sigillata,Ceratophysella,Hypogastruridae,unknown,unknown
GBAAX57785-24,Ceratophysella sigillata,Ceratophysella,Hypogastruridae,unknown,unknown
